"nct_id","umc_pi","umc_sponsor","umc_resp_party","umc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","is_randomized","is_blinded","is_multicentric","is_multinational","primary_sponsor","phase","planned_enrolment","actual_enrolment","completion_date","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_updated","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","status","last_known_status","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","source_class","delayed_posting","expanded_access_nctid","expanded_access_status_for_nctid","fdaaa801_violation","baseline_type_units_analyzed","patient_registry","countries","results_reporting"
"NCT06954636",,,"Duisburg-Essen","Duisburg-Essen",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,128,,"2028-12-31",,"2025-04-16",,,"2025-04-24","2025-04-24","2025-05-01","ACTUAL",,,,,,,"2025-04-24","2025-05-01","ACTUAL","2023-05-03","ACTUAL","2023-05-03","2025-04","2025-04-30","2028-12-31","ESTIMATED","2027-12-31","ESTIMATED","2027-12-31",,"OBSERVATIONAL","OLFGBM",,"Prognostic Potential of Olfactory Function in Glioblastoma: a Prospective Observational Study","Prognostic Potential of Olfactory Function in Glioblastoma: a Prospective Observational Study","RECRUITING",,128,"ESTIMATED","University Hospital, Essen",,,2,,FALSE,,,,FALSE,"SAMPLES_WITH_DNA","EDTA blood",,,,"YES","Clinical Data from the other study centers will be transferred pseudonymously to the study headquarters in Essen. Only pseudonymized data is also used for accompanying scientific projects.","2025/05/11 21:56:26","2025/05/11 21:56:26","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT00947414",,"Hannover","Hannover","Hannover",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,100,,"2011-10-31",,"2009-07-27",,,"2011-12-01","2009-07-27","2009-07-28","ESTIMATED",,,,,,,"2011-12-01","2011-12-02","ESTIMATED","2009-06",,"2009-06-30","2011-12","2011-12-31","2011-10","ACTUAL","2011-10","ACTUAL","2011-10-31",,"INTERVENTIONAL",,,"Cellulite and Extracorporeal Shock Wave","Cellulite and Extracorporeal Shock Wave - a Randomized Trial","COMPLETED",,100,"ESTIMATED","Hannover Medical School",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:33:16","2025/05/12 20:33:16","OTHER",,,,,,,"Germany",FALSE
"NCT05918900","Greifswald","Greifswald",,"Greifswald",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,323,"2023-09-22",,"2023-06-15",,,"2023-12-07","2023-06-15","2023-06-26","ACTUAL",,,,,,,"2023-12-07","2023-12-08","ACTUAL","2023-06-05","ACTUAL","2023-06-05","2023-12","2023-12-31","2023-09-22","ACTUAL","2023-09-22","ACTUAL","2023-09-22",,"OBSERVATIONAL","AMASIN",,"Analyses of Malnutrition Screening in Internal Medicine","Descriptive and Comparative Analyses of Malnutrition Screening in Internal Medicine","COMPLETED",,323,"ACTUAL","University Medicine Greifswald",,,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:33:16","2025/05/12 20:33:16","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT06367907","Jena","Jena","Jena","Jena",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,120,,"2025-06-30",,"2024-03-08",,,"2024-04-12","2024-04-12","2024-04-16","ACTUAL",,,,,,,"2024-04-12","2024-04-16","ACTUAL","2021-09-09","ACTUAL","2021-09-09","2024-04","2024-04-30","2025-06","ESTIMATED","2024-12","ESTIMATED","2024-12-31",,"INTERVENTIONAL","BE-ST",,"Biological Effects of Schema Therapy","Effects of Emotion-focused vs. Cognitive Schema Therapy Interventions on Emotion Regulation Deficits in Borderline Personality Disorder - Associations Between Clinical Efficacy, Brain Network Function and Local Glutamate/GABA Metabolism","RECRUITING",,120,"ESTIMATED","Jena University Hospital",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:33:16","2025/05/12 20:33:16","OTHER",,,,,,,"Germany",FALSE
"NCT01731353","Köln",,,"Köln",,,,,,,,FALSE,FALSE,"Non-commercial",,1000,,"2026-12-31",,"2012-11-15",,,"2023-12-04","2012-11-15","2012-11-21","ESTIMATED",,,,,,,"2023-12-04","2023-12-05","ACTUAL","2003-03",,"2003-03-31","2023-12","2023-12-31","2026-12","ESTIMATED","2026-12","ESTIMATED","2026-12-31",,"OBSERVATIONAL","FungiScope",,"FungiScope - A Global Emerging Fungal Infection Registry","FungiScope - A Global Emerging Fungal Infection Registry","RECRUITING",,1000,"ESTIMATED","University of Cologne",,,1,,FALSE,,,,FALSE,"SAMPLES_WITHOUT_DNA","* fixed tissue~* fungal culture",,,,,,"2025/05/12 20:33:16","2025/05/12 20:33:16","OTHER",,,,,,,"Germany",FALSE
"NCT00576030",,"Charite",,"Charite",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,77,,"2008-10-31",,"2007-12-14",,,"2010-07-02","2007-12-17","2007-12-18","ESTIMATED",,,,,,,"2010-07-02","2010-07-05","ESTIMATED","2007-01",,"2007-01-31","2009-08","2009-08-31","2008-10","ACTUAL","2008-10","ACTUAL","2008-10-31",,"INTERVENTIONAL",,,"Action of Caffeinated and Decaffeinated Espresso on Autonomic Function","Short-term Autonomic Effects of Caffeinated and Decaffeinated Espresso in Young Healthy Individuals","TERMINATED",,77,"ESTIMATED","Charite University, Berlin, Germany",,2,,,FALSE,,,,,,,,,,,,"2025/05/12 20:33:16","2025/05/12 20:33:16","OTHER",,,,,,,"Germany",FALSE
"NCT01605487","Charite","Charite","Charite","Charite",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II",,24,"2014-10-31",,"2012-05-11",,,"2014-10-14","2012-05-21","2012-05-25","ESTIMATED",,,,,,,"2014-10-14","2014-10-15","ESTIMATED","2012-06",,"2012-06-30","2014-04","2014-04-30","2014-10","ACTUAL","2013-09","ACTUAL","2013-09-30",,"INTERVENTIONAL","PAFCUTIII",,"Study to Assess Efficacy, Safety and Mechanism of Rupatadine in Cold Urticaria","Double-blind, Three-way Cross-over, Placebo-controlled Study to Assess the Efficacy, Safety and Mechanisms of Treatment With Rupatadine 20 mg and 40 mg in Cold Contact Urticaria (CCU)","COMPLETED",,24,"ACTUAL","Charite University, Berlin, Germany",,6,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:33:16","2025/05/12 20:33:16","OTHER",,,,,,,"Germany",FALSE
"NCT02557113",,,"Frankfurt","Frankfurt",,,,,,TRUE,TRUE,,,"Non-commercial",,,36,"2013-01-31",,"2015-09-20",,,"2015-09-21","2015-09-21","2015-09-23","ESTIMATED",,,,,,,"2015-09-21","2015-09-23","ESTIMATED","2011-01",,"2011-01-31","2015-09","2015-09-30","2013-01","ACTUAL","2012-09","ACTUAL","2012-09-30",,"INTERVENTIONAL",,,"Creation of a Small Cavity Reduces the Rate of Cement Leakage During Vertebral Body Augmentation","Creation of a Small Cavity in Vertebral Body Reduces the Rate of Cement Leakage During Vertebral Body Augmentation: A Prospective Randomized Controlled Study","COMPLETED",,36,"ACTUAL","Johann Wolfgang Goethe University Hospital",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:35:01","2025/05/12 20:35:01","OTHER",,,,,,,,FALSE
"NCT06770803",,"Heidelberg","Heidelberg","Heidelberg",FALSE,FALSE,,,FALSE,TRUE,TRUE,,,"Non-commercial",,132,,"2027-01-31",,"2024-12-30",,,"2025-01-07","2025-01-07","2025-01-13","ACTUAL",,,,,,,"2025-01-07","2025-01-13","ACTUAL","2025-01","ESTIMATED","2025-01-31","2024-12","2024-12-31","2027-01","ESTIMATED","2027-01","ESTIMATED","2027-01-31",,"INTERVENTIONAL","PPULS",,"High Versus Low Pneumoperitoneum PressUre for Parenchymal Transection in Minimally Invasive Major Liver Surgery","High Versus Low Pneumoperitoneum PressUre for Parenchymal Transection in Minimally Invasive Major Liver Surgery - a Non-inferiority, Multicenter, Randomized, Controlled Trial","NOT_YET_RECRUITING",,132,"ESTIMATED","University Hospital Heidelberg",,2,,,FALSE,,,,FALSE,,,,,,"YES","Upon reasonable request, the data generated by the current research that supports our future article, would be made available as soon as possible, wherever legally and ethically possible.","2025/05/11 21:58:20","2025/05/11 21:58:20","OTHER",,,,,,,,FALSE
"NCT04359290","Giessen;Marburg",,,"Giessen;Marburg",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,"Non-commercial","II",,15,"2021-07-30",,"2020-04-15",,,"2021-08-23","2020-04-20","2020-04-24","ACTUAL",,,,,,,"2021-08-23","2021-08-24","ACTUAL","2020-07-01","ACTUAL","2020-07-01","2020-11","2020-11-30","2021-07-30","ACTUAL","2020-12-31","ACTUAL","2020-12-31",,"INTERVENTIONAL","RuXoCoil",,"Ruxolitinib for Treatment of Covid-19 Induced Lung Injury ARDS","Ruxolitinib for Treatment of Covid-19 Induced Lung Injury ARDS A Single-arm, Open-label, Proof of Concept Study","COMPLETED",,15,"ACTUAL","Philipps University Marburg",,1,,,FALSE,,,,FALSE,,,"3 Months after publication","Central server",,"YES","Study protocol will be provided after publication","2025/05/12 20:35:01","2025/05/12 20:35:01","OTHER",,,,,,,"Germany",FALSE
"NCT03444974","Dresden",,,"Dresden",FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial",,450,,"2021-12-31",,"2018-02-06",,,"2019-03-29","2018-02-19","2018-02-26","ACTUAL",,,,,,,"2019-03-29","2019-04-01","ACTUAL","2018-08-01","ACTUAL","2018-08-01","2019-03","2019-03-31","2021-12-31","ESTIMATED","2021-02-28","ESTIMATED","2021-02-28",,"INTERVENTIONAL","MATRIX-A",,"Addiction in Adolescence - Pathomechanisms and Treatment Evaluation","Addiction and Substance Dependence in Adolescence - Neurobiological Pathomechanisms and Treatment Evaluation","UNKNOWN","RECRUITING",450,"ESTIMATED","Technische Universität Dresden",,5,,,FALSE,,,,FALSE,,,,,,"UNDECIDED",,"2025/05/13 02:50:16","2025/05/13 02:50:16","OTHER",,,,,,,"Germany",FALSE
"NCT03356249","Duisburg-Essen","Heidelberg","Duisburg-Essen","Duisburg-Essen;Heidelberg",FALSE,FALSE,,,,,,TRUE,FALSE,"Non-commercial",,,500,"2021-09-30",,"2017-11-19",,,"2022-05-17","2017-11-22","2017-11-29","ACTUAL",,,,,,,"2022-05-17","2022-05-18","ACTUAL","2019-03-01","ACTUAL","2019-03-01","2022-05","2022-05-31","2021-09-30","ACTUAL","2021-08-31","ACTUAL","2021-08-31",,"OBSERVATIONAL","NextGeneSiS",,"Next-Generation Sequencing Diagnostics of Bacteremia in Sepsis","Next-Generation Sequencing Diagnostics of Bacteremia in Sepsis (Next GeneSiS-Trial) - Study Protocol for a Prospective, Observational, Non-interventional, Multicenter, Clinical Trial","COMPLETED",,500,"ACTUAL","University Hospital Heidelberg",,,1,,FALSE,,,,FALSE,"SAMPLES_WITH_DNA","Plasma samples with circulating cell-free DNA (cfDNA)",,,,"NO",,"2025/05/13 02:50:16","2025/05/13 02:50:16","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT03490149","Bonn","Bonn","Bonn","Bonn",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,180,,"2022-12-01",,"2018-03-29",,,"2022-05-24","2018-04-05","2018-04-06","ACTUAL",,,,,,,"2022-05-24","2022-05-25","ACTUAL","2018-01-02","ACTUAL","2018-01-02","2022-05","2022-05-31","2022-12-01","ESTIMATED","2021-12-01","ACTUAL","2021-12-01",,"OBSERVATIONAL","CoEffECT",,"Prediction of the Cognitive Effects of Electroconvulsive Therapy Via Machine Learning and Neuroimaging","Prediction of the Cognitive Effects of Electroconvulsive Therapy Via Machine Learning and Neuroimaging","UNKNOWN","RECRUITING",180,"ESTIMATED","University Hospital, Bonn",,,3,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 20:35:01","2025/05/12 20:35:01","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT04644744","Charite","Charite","Charite","Charite",FALSE,FALSE,,,,TRUE,FALSE,TRUE,FALSE,"Non-commercial",,213,,"2024-12-31",,"2020-11-13",,,"2022-07-21","2020-11-24","2020-11-25","ACTUAL",,,,,,,"2022-07-21","2022-07-22","ACTUAL","2021-01-14","ACTUAL","2021-01-14","2022-07","2022-07-31","2024-12","ESTIMATED","2023-12","ESTIMATED","2023-12-31",,"INTERVENTIONAL","HOPE-NMP",,"Hypothermic Oxygenated (HOPE) Versus Normothermic Machine Perfusion (NMP) in Human Liver Transplantation","End-ischemic Hypothermic Oxygenated (HOPE) vs. Normothermic Machine Perfusion (NMP) Compared to Conventional Cold Storage in Donation After Brain Death Liver Transplantation; a Prospective Multicentre Randomized Controlled Trial (HOPE-NMP)","UNKNOWN","RECRUITING",213,"ESTIMATED","Charite University, Berlin, Germany",,3,,,FALSE,,,,TRUE,,,,,,"NO",,"2025/05/12 20:35:01","2025/05/12 20:35:01","OTHER",,,,,,,"Germany",FALSE
"NCT00488124",,"Erlangen",,"Erlangen",,,,,,,FALSE,TRUE,FALSE,"Non-commercial","II",120,,"2011-03-31",,"2007-06-18",,,"2020-12-10","2007-06-18","2007-06-19","ESTIMATED",,,,,,,"2020-12-10","2020-12-14","ACTUAL","2005-11",,"2005-11-30","2020-12","2020-12-31","2011-03","ACTUAL","2011-02","ACTUAL","2011-02-28",,"INTERVENTIONAL","ISS",,"Growth Response in Short Children Suffering From a Disease With Growth Retardation and Treated With Somatropin","Evaluation of Growth Response in Short Children Suffering From a Disease With Growth Retardation and Treated With Somatropin: A Prospective, Longitudinal Non-randomised, Open, Phase II Study","COMPLETED",,120,"ESTIMATED","University of Erlangen-Nürnberg Medical School",,,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:35:01","2025/05/12 20:35:01","OTHER",,,,,,,"Germany",FALSE
"NCT04251780",,"Erlangen",,"Erlangen",FALSE,FALSE,,,,,FALSE,TRUE,FALSE,"Non-commercial",,10,,"2023-12-31",,"2020-01-30",,,"2023-10-25","2020-01-31","2020-02-05","ACTUAL",,,,,,,"2023-10-25","2023-10-30","ACTUAL","2018-01-01","ACTUAL","2018-01-01","2023-10","2023-10-31","2023-12-31","ESTIMATED","2023-12-31","ESTIMATED","2023-12-31",,"INTERVENTIONAL",,,"Tissue K+ in Primary Hyperaldosteronism","Changes in Tissue Potassium Amount Before and After Treatment of Primary Hyperaldosteronism Assessed by 39K-MRI","RECRUITING",,10,"ESTIMATED","University of Erlangen-Nürnberg Medical School",,1,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 20:36:45","2025/05/12 20:36:45","OTHER",,,,,,,"Germany",FALSE
"NCT05991765",,"Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,75,"2023-12-31",,"2023-08-07",,,"2023-08-07","2023-08-07","2023-08-15","ACTUAL",,,,,,,"2023-08-07","2023-08-15","ACTUAL","2021-06-01","ACTUAL","2021-06-01","2023-08","2023-08-31","2023-12-31","ESTIMATED","2022-04-30","ACTUAL","2022-04-30",,"OBSERVATIONAL",,,"Evaluation of Digit Tip and Split Skin Donor Site Transcriptome","Evaluation of Digit Tip and Split Skin Donor Site Transcriptome","ACTIVE_NOT_RECRUITING",,75,"ACTUAL","University Hospital Schleswig-Holstein",,,2,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:36:45","2025/05/12 20:36:45","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT01126931",,"Freiburg",,"Freiburg",,,,,,,,FALSE,FALSE,"Non-commercial",,300,,"2012-12-31",,"2010-05-17",,,"2010-05-19","2010-05-19","2010-05-20","ESTIMATED",,,,,,,"2010-05-19","2010-05-20","ESTIMATED","2006-02",,"2006-02-28","2008-02","2008-02-29","2012-12","ESTIMATED","2012-08","ESTIMATED","2012-08-31",,"OBSERVATIONAL",,,"Wormwood in Chronic Progressive Disorders With Reduced Appetite","Pilot Trial With Wormwood to Improve Appetite in Cancer, Autoimmune Diseases, Depression and Old Age","UNKNOWN","RECRUITING",300,"ESTIMATED","University Hospital Freiburg",,,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:36:45","2025/05/12 20:36:45","OTHER",,,,,,,"Germany",FALSE
"NCT01740544",,"Charite","Charite","Charite",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,16,"2012-12-31",,"2012-07-27",,,"2018-11-28","2012-11-30","2012-12-04","ESTIMATED",,,,,,,"2018-11-28","2018-11-29","ACTUAL","2012-10","ACTUAL","2012-10-31","2018-11","2018-11-30","2012-12","ACTUAL","2012-12","ACTUAL","2012-12-31",,"INTERVENTIONAL","KMS-Neglect 2",,"Computerised Assessment of Visual Neglect Symptoms in Peripersonal Space","Computerised Assessment of Visual Neglect Symptoms in Peripersonal Space","TERMINATED",,16,"ACTUAL","Charite University, Berlin, Germany",,4,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:36:45","2025/05/12 20:36:45","OTHER",,,,,,,"Germany",FALSE
"NCT01582048",,,"Tübingen","Tübingen",,,,,,,FALSE,TRUE,FALSE,"Non-commercial","II",,9,"2016-08-17",,"2012-04-16",,,"2022-06-29","2012-04-19","2012-04-20","ESTIMATED",,,,,,,"2022-06-29","2022-07-05","ACTUAL","2012-04",,"2012-04-30","2022-06","2022-06-30","2016-08-17","ACTUAL","2016-08-17","ACTUAL","2016-08-17",,"INTERVENTIONAL",,,"Multicenter Study of Peritransplantation Immunosuppression for Mismatched Hematopoietic Cell Transplantation After Reduced Intensity Conditioning","Multicenter Phase II Study of Peritransplantation Immunosuppression Using ATG, Rituximab, Sirolimus and Mycophenolate Mofetil in Patient Receiving Mismatched Hematopoietic Cell Transplantation After Reduced Intensity Conditioning With Fludarabine and Treosulfan","TERMINATED",,9,"ACTUAL","University Hospital Tuebingen",,,,"slow enrollment",FALSE,,,,TRUE,,,,,,,,"2025/05/12 20:36:45","2025/05/12 20:36:45","OTHER",,,,,,,"Germany",FALSE
"NCT04310644","Aachen",,,"Aachen",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,200,,"2029-09-15",,"2020-03-13",,,"2025-02-03","2020-03-13","2020-03-17","ACTUAL",,,,,,,"2025-02-03","2025-02-04","ACTUAL","2019-09-15","ACTUAL","2019-09-15","2025-02","2025-02-28","2029-09-15","ESTIMATED","2028-09-15","ESTIMATED","2028-09-15","5 Years","OBSERVATIONAL","ProANS",,"Autonomic Small Fiber Neuropathy and Ehlers Danlos Syndromes - Prospective Study and Registry","Autonomic Neuropathy and Its Pathophysiology in Autoimmune Autonomic Neuropathies, Postural Orthostatic Tachycardia Syndrome and Ehlers Danlos Syndromes: Peripheral Autonomic Small Fiber Neuropathy or Central Autonomic Failure? Validation of the Malmö POTS Score and a Better Diagnosis of POTS in Patientes With Autnomic Failure (VaGeMAPS-3-step-Diag)","RECRUITING",,200,"ESTIMATED","RWTH Aachen University",,,5,,FALSE,,,,FALSE,,,,,,"UNDECIDED",,"2025/05/11 21:58:20","2025/05/11 21:58:20","OTHER",,,,,,TRUE,"Germany",FALSE
"NCT00824083","Münster","Münster",,"Münster",,,,,,,,TRUE,FALSE,"Non-commercial",,,950,"2015-07-31",,"2009-01-15",,,"2016-04-27","2009-01-15","2009-01-16","ESTIMATED",,,,,,,"2016-04-27","2016-04-28","ESTIMATED","2009-07",,"2009-07-31","2016-04","2016-04-30","2015-07","ACTUAL","2015-07","ACTUAL","2015-07-31",,"OBSERVATIONAL",,,"Functional and Clinical Long-Term Outcome of Ewing Sarcoma Treatment","Functional and Clinical Long-Term Outcome of Ewing Sarcoma Treatment","COMPLETED",,950,"ACTUAL","University Hospital Muenster",,,2,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 20:38:35","2025/05/12 20:38:35","OTHER",,,,,,,"Germany",FALSE
"NCT02615860",,"Duisburg-Essen","Duisburg-Essen","Duisburg-Essen",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,560,"2021-12-31",,"2015-11-19",,,"2022-11-07","2015-11-23","2015-11-26","ESTIMATED",,,,,,,"2022-11-07","2022-11-08","ACTUAL","2015-11","ACTUAL","2015-11-30","2022-11","2022-11-30","2021-12-31","ACTUAL","2020-03-31","ACTUAL","2020-03-31",,"INTERVENTIONAL","TECAIN",,"Efficacy and Safety of TCA vs. ECA for the Treatment of AIN in HIV-positive Patients","Efficacy and Safety of Topical Trichloroacetic Acid vs. Electrocautery for the Treatment of Anal Intraepithelial Neoplasia in HIV-positive Patients (TECAIN) - a Randomized Controlled Trial","COMPLETED",,560,"ACTUAL","University Hospital, Essen",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 20:38:35","2025/05/12 20:38:35","OTHER",,,,,,,"Germany",FALSE
"NCT01632098","Charite;Duisburg-Essen",,,"Charite;Duisburg-Essen",,,,,,,,TRUE,FALSE,"Non-commercial",,,429,"2023-07-31",,"2012-06-22",,,"2024-05-07","2012-06-28","2012-06-29","ESTIMATED",,,,,,,"2024-05-07","2024-05-08","ACTUAL","2012-07","ACTUAL","2012-07-31","2024-05","2024-05-31","2023-07","ACTUAL","2023-07","ACTUAL","2023-07-31",,"OBSERVATIONAL","YES",,"Economic Aspects of Extreme Obesity in Adolescent","Medical and Psychosocial Implications of Adolescent Extreme Obesity - Acceptance and Effects of Structured Care Study, Subproject 4","COMPLETED",,429,"ACTUAL","University of Ulm",,,2,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 20:38:35","2025/05/12 20:38:35","OTHER",,,,,,,"Germany",FALSE
"NCT05384613","Charite","Charite","Charite","Charite",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,20220,"2024-08-01",,"2022-05-17",,,"2025-02-12","2022-05-17","2022-05-20","ACTUAL",,,,,,,"2025-02-12","2025-02-14","ACTUAL","2022-05-12","ACTUAL","2022-05-12","2025-02","2025-02-28","2024-08-01","ACTUAL","2023-01-16","ACTUAL","2023-01-16",,"OBSERVATIONAL",,,"Evaluation of Quality Indicators on Analgesia, Sedation and Delirium in Intensive Care Patients and Their Impact on Outcome Indicators and Economic Indicators","Evaluation of Quality Indicators on Analgesia, Sedation and Delirium in Intensive Care Patients and Their Impact on Outcome Indicators and Economic Indicators","COMPLETED",,20220,"ACTUAL","Charite University, Berlin, Germany",,,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 22:00:17","2025/05/11 22:00:17","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT01928823","Charite","Charite","Charite","Charite",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II",,73,"2014-05-31",,"2013-07-26",,,"2014-05-16","2013-08-22","2013-08-27","ESTIMATED",,,,,,,"2014-05-16","2014-05-19","ESTIMATED","2011-11",,"2011-11-30","2014-05","2014-05-31","2014-05","ACTUAL","2014-05","ACTUAL","2014-05-31",,"INTERVENTIONAL","Exposure-DCS",,"Augmentation of Psychotherapy With D-Cycloserine in Agoraphobia","Augmentation of Exposure Therapy With D-Cycloserine in Patients With Agoraphobia With or Without Panic Disorder","COMPLETED",,73,"ACTUAL","Charite University, Berlin, Germany",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 20:38:35","2025/05/12 20:38:35","OTHER",,,,,,,"Germany",FALSE
"NCT06747117","Leipzig",,,"Leipzig",FALSE,TRUE,,,,,,,,"Commercial",,300,,"2029-01-31",,"2024-12-18",,,"2024-12-18","2024-12-18","2024-12-24","ACTUAL",,,,,,,"2024-12-18","2024-12-24","ACTUAL","2025-02","ESTIMATED","2025-02-28","2024-12","2024-12-31","2029-01","ESTIMATED","2028-06","ESTIMATED","2028-06-30",,"OBSERVATIONAL","STRIDE II",,"A Study of Patients With Lower Extremity Acute Limb Ischemia to Remove Thrombus With the Indigo™ Aspiration System (STRIDE II)","STRIDE II: A Study of Patients With Lower Extremity Acute Limb Ischemia to Remove Thrombus With the Indigo™ Aspiration System II","NOT_YET_RECRUITING",,300,"ESTIMATED","Penumbra Inc.",,,1,,FALSE,,,,,,,,,,"NO",,"2025/05/11 22:00:17","2025/05/11 22:00:17","INDUSTRY",,,,,,FALSE,,FALSE
"NCT02378844","Duisburg-Essen",,,"Duisburg-Essen",FALSE,FALSE,,,,TRUE,TRUE,TRUE,TRUE,"Commercial",,,477,"2018-08-29",,"2015-02-18","2018-07-16",,"2019-07-14","2015-03-03","2015-03-04","ESTIMATED","2019-07-14","2019-08-19","ACTUAL",,,,"2019-07-14","2019-08-19","ACTUAL","2015-06","ACTUAL","2015-06-30","2019-07","2019-07-31","2018-08-29","ACTUAL","2018-02-01","ACTUAL","2018-02-01",,"INTERVENTIONAL",,"Randomized population, Intention to Treat (ITT)","A Randomized, Sham-controlled Study of gammaCore ® (nVNS) for Prevention of Episodic Migraine","A Randomized, Multicentre, Double-blind, Parallel, Sham-controlled Study of gammaCore®, a Non-invasive Vagal Nerve Stimulator (nVNS), for Prevention of Episodic Migraine","COMPLETED",,477,"ACTUAL","ElectroCore INC",,2,,,FALSE,,,,FALSE,,,,,,"NO","Results from the whole study will published but not individual participant data.","2025/05/13 02:52:23","2025/05/13 02:52:23","INDUSTRY",,,,,,,"Belgium;Denmark;Germany;Greece;Netherlands;Norway;Spain;United Kingdom",TRUE
"NCT03384732",,"Erlangen","Erlangen","Erlangen",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,130,"2019-04-30",,"2017-12-12",,,"2019-05-17","2017-12-19","2017-12-27","ACTUAL",,,,,,,"2019-05-17","2019-05-20","ACTUAL","2017-06-30","ACTUAL","2017-06-30","2019-05","2019-05-31","2019-04-30","ACTUAL","2019-04-30","ACTUAL","2019-04-30",,"OBSERVATIONAL","ICF",,"Development of an ICF Core Set for Geriatric Patients in Primary Care","Development of a Core Set of the International Classification of Functioning, Disability and Health (ICF) for Geriatric Patients in Primary Care","COMPLETED",,130,"ACTUAL","University of Erlangen-Nürnberg Medical School",,,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:38:35","2025/05/12 20:38:35","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT00473603",,"Charite","Charite","Charite",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,13,"2008-05-31",,"2007-05-14",,,"2018-01-23","2007-05-14","2007-05-15","ESTIMATED",,,,,,,"2018-01-23","2018-01-25","ACTUAL","2006-12",,"2006-12-31","2018-01","2018-01-31","2008-05","ACTUAL","2008-05","ACTUAL","2008-05-31",,"INTERVENTIONAL",,,"Effect of Free Fatty Acids (FFA) on Androgen Precursors in Women","Effect of Free Fatty Acids on Androgen Precursors in Vivo in Healthy Young Women","COMPLETED",,13,"ACTUAL","Charite University, Berlin, Germany",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 20:38:35","2025/05/12 20:38:35","OTHER",,,,,,,"Germany",FALSE
